gameId,year,round,date,venue,startTime,attendance,homeTeam,homeTeamScore,awayTeam,awayTeamScore,rainfall
2018R1205,2018,R12,10-Jun-18,Gabba,1:10 PM,20476,Brisbane Lions,62,Essendon,84,0.8
2018R1204,2018,R12,9-Jun-18,Docklands,7:25 PM,27569,St Kilda,55,Sydney,126,4
2018R1203,2018,R12,9-Jun-18,Sydney Showground,4:35 PM,7131,Greater Western Sydney,134,Gold Coast,26,9
2018R1202,2018,R12,9-Jun-18,Kardinia Park,1:45 PM,31265,Geelong,96,North Melbourne,59,0
2018R1201,2018,R12,8-Jun-18,Adelaide Oval,7:20 PM,39936,Port Adelaide,72,Richmond,58,3
2018R1109,2018,R11,3-Jun-18,Adelaide Oval,4:10 PM,44120,Adelaide,81,Greater Western Sydney,97,0
2018R1108,2018,R11,3-Jun-18,M.C.G.,3:20 PM,34542,Collingwood,138,Fremantle,77,0
2018R1107,2018,R11,3-Jun-18,Docklands,1:10 PM,22133,North Melbourne,141,Brisbane Lions,87,0
2018R1106,2018,R11,2-Jun-18,Perth Stadium,6:10 PM,54188,West Coast,101,St Kilda,88,0
2018R1105,2018,R11,2-Jun-18,M.C.G.,7:25 PM,81046,Essendon,43,Richmond,114,0
2018R1104,2018,R11,2-Jun-18,Carrara,4:35 PM,17490,Gold Coast,36,Geelong,121,0
2018R1103,2018,R11,2-Jun-18,York Park,2:10 PM,13007,Hawthorn,64,Port Adelaide,61,0
2018R1102,2018,R11,2-Jun-18,Docklands,1:45 PM,28485,Western Bulldogs,51,Melbourne,100,0
2018R1101,2018,R11,1-Jun-18,S.C.G.,7:50 PM,27351,Sydney,91,Carlton,61,0.8
2018R109,2018,R1,25-Mar-18,Perth Stadium,4:20 PM,53553,West Coast,86,Sydney,115,0
2018R108,2018,R1,25-Mar-18,M.C.G.,3:20 PM,54112,Melbourne,94,Geelong,97,15
2018R107,2018,R1,25-Mar-18,Manuka Oval,1:10 PM,10454,Greater Western Sydney,133,Western Bulldogs,51,
2018R106,2018,R1,24-Mar-18,M.C.G.,7:25 PM,58051,Hawthorn,101,Collingwood,67,0.6
2018R105,2018,R1,24-Mar-18,Cazaly's Stadium,6:25 PM,3722,Gold Coast,55,North Melbourne,39,8.2
2018R104,2018,R1,24-Mar-18,Adelaide Oval,4:05 PM,38324,Port Adelaide,110,Fremantle,60,0
2018R103,2018,R1,24-Mar-18,Docklands,3:35 PM,23731,St Kilda,107,Brisbane Lions,82,0.6
2018R102,2018,R1,23-Mar-18,Docklands,7:50 PM,43016,Essendon,99,Adelaide,87,0
2018R101,2018,R1,22-Mar-18,M.C.G.,7:25 PM,90151,Richmond,121,Carlton,95,0
2018R1008,2018,R10,27-May-18,Perth Stadium,2:40 PM,37575,Fremantle,58,North Melbourne,86,4.2
2018R1007,2018,R10,27-May-18,Traeger Park,2:50 PM,6989,Melbourne,146,Adelaide,55,0
2018R1006,2018,R10,27-May-18,Docklands,1:10 PM,28077,Hawthorn,60,West Coast,75,0
2018R1005,2018,R10,26-May-18,Sydney Showground,7:25 PM,10789,Greater Western Sydney,60,Essendon,95,0
2018R1004,2018,R10,26-May-18,Kardinia Park,7:25 PM,31090,Geelong,73,Carlton,45,0
2018R1003,2018,R10,26-May-18,Gabba,4:35 PM,18702,Brisbane Lions,49,Sydney,67,0
2018R1002,2018,R10,26-May-18,M.C.G.,1:45 PM,48850,Richmond,105,St Kilda,77,0
2018R1001,2018,R10,25-May-18,Docklands,7:50 PM,37985,Collingwood,90,Western Bulldogs,55,0
2018QF02,2018,QF,8-Sep-18,Perth Stadium,6:10 PM,59585,West Coast,86,Collingwood,70,2.6
2018QF01,2018,QF,6-Sep-18,M.C.G.,7:20 PM,91446,Richmond,95,Hawthorn,64,0.2
2018PF02,2018,PF,22-Sep-18,Perth Stadium,1:20 PM,59608,West Coast,121,Melbourne,55,0
2018PF01,2018,PF,21-Sep-18,M.C.G.,7:50 PM,94959,Richmond,58,Collingwood,97,0
2018GF01,2018,GF,29-Sep-18,M.C.G.,2:30 PM,100022,West Coast,79,Collingwood,74,1.7
2018EF02,2018,EF,8-Sep-18,S.C.G.,4:20 PM,40350,Sydney,30,Greater Western Sydney,79,30.4
2018EF01,2018,EF,7-Sep-18,M.C.G.,7:50 PM,91767,Melbourne,75,Geelong,46,3.6
